,dest_node,source_node,weight,source_class,dest_class,edge_class
140,19,375,0.1,h,s,sh
141,19,376,0.1,h,s,sh
142,19,423,0.1,h,s,sh
143,19,395,0.1,h,s,sh
144,19,424,0.1,h,s,sh
145,19,425,0.1,h,s,sh
146,19,426,0.1,h,s,sh
147,19,378,0.1,h,s,sh
148,20,422,0.1,h,s,sh
149,20,375,0.1,h,s,sh
150,20,376,0.1,h,s,sh
151,20,423,0.1,h,s,sh
152,20,395,0.1,h,s,sh
153,20,424,0.1,h,s,sh
154,20,425,0.1,h,s,sh
155,20,426,0.1,h,s,sh
156,20,378,0.1,h,s,sh
157,20,422,0.1,h,s,sh
158,20,375,0.1,h,s,sh
159,20,376,0.1,h,s,sh
160,20,423,0.1,h,s,sh
161,20,395,0.1,h,s,sh
162,20,424,0.1,h,s,sh
163,20,425,0.1,h,s,sh
164,20,426,0.1,h,s,sh
165,20,378,0.1,h,s,sh
166,8,392,0.1,h,s,sh
167,8,376,0.1,h,s,sh
168,8,427,0.1,h,s,sh
169,8,428,0.1,h,s,sh
170,20,420,0.1,h,s,sh
171,22,392,0.1,h,s,sh
172,22,375,0.1,h,s,sh
173,22,384,0.1,h,s,sh
174,22,429,0.1,h,s,sh
175,22,362,0.1,h,s,sh
176,22,398,0.1,h,s,sh
177,22,430,0.1,h,s,sh
178,22,431,0.1,h,s,sh
179,22,406,0.1,h,s,sh
180,14,392,0.1,h,s,sh
181,14,375,0.1,h,s,sh
182,14,384,0.1,h,s,sh
183,14,429,0.1,h,s,sh
184,14,362,0.1,h,s,sh
185,14,430,0.1,h,s,sh
186,14,431,0.1,h,s,sh
187,24,383,0.1,h,s,sh
188,24,432,0.1,h,s,sh
189,24,375,0.1,h,s,sh
190,24,433,0.1,h,s,sh
191,24,427,0.1,h,s,sh
192,24,434,0.1,h,s,sh
193,24,362,0.1,h,s,sh
194,24,435,0.1,h,s,sh
195,24,385,0.1,h,s,sh
196,24,436,0.1,h,s,sh
197,24,437,0.1,h,s,sh
198,24,438,0.1,h,s,sh
199,24,421,0.1,h,s,sh
200,14,411,0.1,h,s,sh
201,14,439,0.1,h,s,sh
202,14,440,0.1,h,s,sh
203,14,441,0.1,h,s,sh
204,14,442,0.1,h,s,sh
205,14,443,0.1,h,s,sh
206,14,444,0.1,h,s,sh
207,14,445,0.1,h,s,sh
208,14,446,0.1,h,s,sh
209,14,447,0.1,h,s,sh
210,25,448,0.1,h,s,sh
211,26,448,0.1,h,s,sh
212,27,412,0.1,h,s,sh
213,28,412,0.1,h,s,sh
214,29,412,0.1,h,s,sh
215,30,412,0.1,h,s,sh
216,30,360,0.1,h,s,sh
217,30,414,0.1,h,s,sh
218,30,375,0.1,h,s,sh
219,30,376,0.1,h,s,sh
220,30,449,0.1,h,s,sh
221,30,385,0.1,h,s,sh
222,30,424,0.1,h,s,sh
223,30,450,0.1,h,s,sh
224,30,451,0.1,h,s,sh
225,30,452,0.1,h,s,sh
226,30,385,0.1,h,s,sh
227,30,453,0.1,h,s,sh
228,30,395,0.1,h,s,sh
229,30,386,0.1,h,s,sh
230,30,454,0.1,h,s,sh
231,0,455,0.1,h,s,sh
232,0,456,0.1,h,s,sh
233,359,414,0.1,h,s,sh
234,359,457,0.1,h,s,sh
235,359,376,0.1,h,s,sh
236,359,399,0.1,h,s,sh
237,359,458,0.1,h,s,sh
238,359,387,0.1,h,s,sh
239,32,459,0.1,h,s,sh
240,32,411,0.1,h,s,sh
241,32,375,0.1,h,s,sh
242,32,460,0.1,h,s,sh
243,32,461,0.1,h,s,sh
244,32,449,0.1,h,s,sh
245,32,386,0.1,h,s,sh
246,32,370,0.1,h,s,sh
247,32,462,0.1,h,s,sh
248,32,431,0.1,h,s,sh
249,34,383,0.1,h,s,sh
250,34,371,0.1,h,s,sh
251,34,463,0.1,h,s,sh
252,34,368,0.1,h,s,sh
253,34,464,0.1,h,s,sh
254,34,401,0.1,h,s,sh
255,34,465,0.1,h,s,sh
256,34,466,0.1,h,s,sh
257,34,386,0.1,h,s,sh
258,34,396,0.1,h,s,sh
259,34,467,0.1,h,s,sh
260,34,378,0.1,h,s,sh
261,35,468,0.1,h,s,sh
262,35,469,0.1,h,s,sh
263,35,470,0.1,h,s,sh
264,35,443,0.1,h,s,sh
265,35,471,0.1,h,s,sh
266,36,383,0.1,h,s,sh
267,36,427,0.1,h,s,sh
268,36,472,0.1,h,s,sh
269,36,387,0.1,h,s,sh
270,36,473,0.1,h,s,sh
271,36,474,0.1,h,s,sh
272,36,471,0.1,h,s,sh
273,36,475,0.1,h,s,sh
274,37,383,0.1,h,s,sh
275,37,427,0.1,h,s,sh
276,37,472,0.1,h,s,sh
277,37,387,0.1,h,s,sh
278,37,473,0.1,h,s,sh
279,37,474,0.1,h,s,sh
280,37,471,0.1,h,s,sh
281,37,475,0.1,h,s,sh
282,38,372,0.1,h,s,sh
283,38,375,0.1,h,s,sh
284,38,448,0.1,h,s,sh
285,38,406,0.1,h,s,sh
286,10,372,0.1,h,s,sh
287,10,448,0.1,h,s,sh
288,10,406,0.1,h,s,sh
289,20,372,0.1,h,s,sh
290,20,448,0.1,h,s,sh
291,20,406,0.1,h,s,sh
292,39,393,0.1,h,s,sh
293,22,393,0.1,h,s,sh
294,40,476,0.1,h,s,sh
295,40,477,0.1,h,s,sh
296,40,375,0.1,h,s,sh
297,40,478,0.1,h,s,sh
298,40,479,0.1,h,s,sh
299,40,480,0.1,h,s,sh
300,40,435,0.1,h,s,sh
301,40,401,0.1,h,s,sh
302,40,481,0.1,h,s,sh
303,40,443,0.1,h,s,sh
304,40,438,0.1,h,s,sh
305,0,429,0.1,h,s,sh
306,0,427,0.1,h,s,sh
307,0,482,0.1,h,s,sh
308,0,437,0.1,h,s,sh
309,0,446,0.1,h,s,sh
310,0,377,0.1,h,s,sh
311,40,433,0.1,h,s,sh
312,40,483,0.1,h,s,sh
313,27,433,0.1,h,s,sh
314,27,483,0.1,h,s,sh
315,27,484,0.1,h,s,sh
316,27,455,0.1,h,s,sh
317,27,485,0.1,h,s,sh
318,27,486,0.1,h,s,sh
319,27,487,0.1,h,s,sh
320,27,488,0.1,h,s,sh
321,27,489,0.1,h,s,sh
322,27,420,0.1,h,s,sh
323,27,490,0.1,h,s,sh
324,27,408,0.1,h,s,sh
325,27,491,0.1,h,s,sh
326,27,492,0.1,h,s,sh
327,27,397,0.1,h,s,sh
328,27,410,0.1,h,s,sh
329,5,484,0.1,h,s,sh
330,5,455,0.1,h,s,sh
331,5,485,0.1,h,s,sh
332,5,486,0.1,h,s,sh
333,5,487,0.1,h,s,sh
334,5,488,0.1,h,s,sh
335,5,489,0.1,h,s,sh
336,5,420,0.1,h,s,sh
337,5,490,0.1,h,s,sh
338,5,408,0.1,h,s,sh
339,5,491,0.1,h,s,sh
340,5,492,0.1,h,s,sh
341,5,397,0.1,h,s,sh
342,5,410,0.1,h,s,sh
343,19,484,0.1,h,s,sh
344,19,455,0.1,h,s,sh
345,19,485,0.1,h,s,sh
346,19,486,0.1,h,s,sh
347,19,487,0.1,h,s,sh
348,19,488,0.1,h,s,sh
349,19,489,0.1,h,s,sh
350,19,420,0.1,h,s,sh
351,19,490,0.1,h,s,sh
352,19,408,0.1,h,s,sh
353,19,491,0.1,h,s,sh
354,19,492,0.1,h,s,sh
355,19,397,0.1,h,s,sh
356,19,410,0.1,h,s,sh
357,20,484,0.1,h,s,sh
358,20,455,0.1,h,s,sh
359,20,485,0.1,h,s,sh
360,20,486,0.1,h,s,sh
361,20,487,0.1,h,s,sh
362,20,488,0.1,h,s,sh
363,20,489,0.1,h,s,sh
364,20,420,0.1,h,s,sh
365,20,490,0.1,h,s,sh
366,20,408,0.1,h,s,sh
367,20,491,0.1,h,s,sh
368,20,492,0.1,h,s,sh
369,20,397,0.1,h,s,sh
370,20,410,0.1,h,s,sh
371,40,383,0.1,h,s,sh
372,40,387,0.1,h,s,sh
373,40,493,0.1,h,s,sh
374,40,436,0.1,h,s,sh
375,40,494,0.1,h,s,sh
376,40,495,0.1,h,s,sh
377,42,371,0.1,h,s,sh
378,42,384,0.1,h,s,sh
379,42,369,0.1,h,s,sh
380,42,478,0.1,h,s,sh
381,42,451,0.1,h,s,sh
382,42,496,0.1,h,s,sh
383,42,401,0.1,h,s,sh
384,42,497,0.1,h,s,sh
385,42,498,0.1,h,s,sh
386,42,499,0.1,h,s,sh
387,42,426,0.1,h,s,sh
388,42,378,0.1,h,s,sh
389,44,371,0.1,h,s,sh
390,44,384,0.1,h,s,sh
391,44,369,0.1,h,s,sh
392,44,478,0.1,h,s,sh
393,44,451,0.1,h,s,sh
394,44,496,0.1,h,s,sh
395,44,401,0.1,h,s,sh
396,44,497,0.1,h,s,sh
397,44,498,0.1,h,s,sh
398,44,499,0.1,h,s,sh
399,44,426,0.1,h,s,sh
400,44,378,0.1,h,s,sh
401,20,371,0.1,h,s,sh
402,20,384,0.1,h,s,sh
403,20,369,0.1,h,s,sh
404,20,478,0.1,h,s,sh
405,20,451,0.1,h,s,sh
406,20,496,0.1,h,s,sh
407,20,401,0.1,h,s,sh
408,20,497,0.1,h,s,sh
409,20,498,0.1,h,s,sh
410,20,499,0.1,h,s,sh
411,45,360,0.1,h,s,sh
412,45,463,0.1,h,s,sh
413,45,414,0.1,h,s,sh
414,45,375,0.1,h,s,sh
415,45,368,0.1,h,s,sh
416,45,427,0.1,h,s,sh
417,45,440,0.1,h,s,sh
418,45,362,0.1,h,s,sh
419,45,363,0.1,h,s,sh
420,45,364,0.1,h,s,sh
421,45,398,0.1,h,s,sh
422,45,365,0.1,h,s,sh
423,45,366,0.1,h,s,sh
424,16,360,0.1,h,s,sh
425,16,463,0.1,h,s,sh
426,16,427,0.1,h,s,sh
427,16,440,0.1,h,s,sh
428,16,362,0.1,h,s,sh
429,16,363,0.1,h,s,sh
430,16,364,0.1,h,s,sh
431,16,398,0.1,h,s,sh
432,16,365,0.1,h,s,sh
433,16,366,0.1,h,s,sh
434,46,500,0.1,h,s,sh
435,46,487,0.1,h,s,sh
436,46,448,0.1,h,s,sh
437,46,420,0.1,h,s,sh
438,22,501,0.1,h,s,sh
439,22,414,0.1,h,s,sh
440,22,502,0.1,h,s,sh
441,22,503,0.1,h,s,sh
442,22,419,0.1,h,s,sh
443,22,377,0.1,h,s,sh
444,22,421,0.1,h,s,sh
445,0,504,0.1,h,s,sh
446,0,433,0.1,h,s,sh
447,0,505,0.1,h,s,sh
448,40,506,0.1,h,s,sh
449,47,375,0.1,h,s,sh
450,47,460,0.1,h,s,sh
451,47,384,0.1,h,s,sh
452,47,440,0.1,h,s,sh
453,47,507,0.1,h,s,sh
454,47,388,0.1,h,s,sh
455,47,390,0.1,h,s,sh
456,47,462,0.1,h,s,sh
457,47,397,0.1,h,s,sh
458,6,375,0.1,h,s,sh
459,6,460,0.1,h,s,sh
460,6,384,0.1,h,s,sh
461,6,440,0.1,h,s,sh
462,6,507,0.1,h,s,sh
463,6,388,0.1,h,s,sh
464,6,390,0.1,h,s,sh
465,6,462,0.1,h,s,sh
466,6,397,0.1,h,s,sh
467,32,384,0.1,h,s,sh
468,32,440,0.1,h,s,sh
469,32,507,0.1,h,s,sh
470,32,388,0.1,h,s,sh
471,32,390,0.1,h,s,sh
472,32,397,0.1,h,s,sh
473,0,460,0.1,h,s,sh
474,0,440,0.1,h,s,sh
475,0,507,0.1,h,s,sh
476,0,462,0.1,h,s,sh
477,0,397,0.1,h,s,sh
478,6,376,0.1,h,s,sh
479,15,375,0.1,h,s,sh
480,15,376,0.1,h,s,sh
481,359,508,0.1,h,s,sh
482,359,509,0.1,h,s,sh
483,359,510,0.1,h,s,sh
484,48,360,0.1,h,s,sh
485,48,511,0.1,h,s,sh
486,48,375,0.1,h,s,sh
487,48,461,0.1,h,s,sh
488,48,512,0.1,h,s,sh
489,48,362,0.1,h,s,sh
490,48,513,0.1,h,s,sh
491,48,514,0.1,h,s,sh
492,48,365,0.1,h,s,sh
493,48,366,0.1,h,s,sh
494,48,515,0.1,h,s,sh
495,48,406,0.1,h,s,sh
496,49,383,0.1,h,s,sh
497,49,465,0.1,h,s,sh
498,49,419,0.1,h,s,sh
499,49,386,0.1,h,s,sh
500,49,387,0.1,h,s,sh
501,49,506,0.1,h,s,sh
502,49,378,0.1,h,s,sh
503,50,375,0.1,h,s,sh
504,50,516,0.1,h,s,sh
505,50,376,0.1,h,s,sh
506,50,427,0.1,h,s,sh
507,50,401,0.1,h,s,sh
508,50,390,0.1,h,s,sh
509,50,504,0.1,h,s,sh
510,50,456,0.1,h,s,sh
511,50,420,0.1,h,s,sh
512,50,491,0.1,h,s,sh
513,0,504,0.1,h,s,sh
514,0,420,0.1,h,s,sh
515,0,491,0.1,h,s,sh
516,0,517,0.1,h,s,sh
517,50,487,0.1,h,s,sh
518,50,420,0.1,h,s,sh
519,50,518,0.1,h,s,sh
520,36,375,0.1,h,s,sh
521,36,486,0.1,h,s,sh
522,36,519,0.1,h,s,sh
523,36,418,0.1,h,s,sh
524,36,520,0.1,h,s,sh
525,36,437,0.1,h,s,sh
526,36,420,0.1,h,s,sh
527,36,408,0.1,h,s,sh
528,36,491,0.1,h,s,sh
529,36,377,0.1,h,s,sh
530,50,375,0.1,h,s,sh
531,50,486,0.1,h,s,sh
532,50,519,0.1,h,s,sh
533,50,418,0.1,h,s,sh
534,50,520,0.1,h,s,sh
535,50,387,0.1,h,s,sh
536,50,437,0.1,h,s,sh
537,50,408,0.1,h,s,sh
538,50,377,0.1,h,s,sh
539,52,375,0.1,h,s,sh
540,52,486,0.1,h,s,sh
541,52,519,0.1,h,s,sh
542,52,418,0.1,h,s,sh
543,52,520,0.1,h,s,sh
544,52,387,0.1,h,s,sh
545,52,437,0.1,h,s,sh
546,52,420,0.1,h,s,sh
547,52,408,0.1,h,s,sh
548,52,491,0.1,h,s,sh
549,52,377,0.1,h,s,sh
550,14,521,0.1,h,s,sh
551,14,522,0.1,h,s,sh
552,14,479,0.1,h,s,sh
553,14,523,0.1,h,s,sh
554,14,376,0.1,h,s,sh
555,14,449,0.1,h,s,sh
556,14,480,0.1,h,s,sh
557,14,435,0.1,h,s,sh
558,14,437,0.1,h,s,sh
559,14,420,0.1,h,s,sh
560,14,438,0.1,h,s,sh
561,14,377,0.1,h,s,sh
562,14,524,0.1,h,s,sh
563,4,521,0.1,h,s,sh
564,4,522,0.1,h,s,sh
565,4,479,0.1,h,s,sh
566,4,523,0.1,h,s,sh
567,4,376,0.1,h,s,sh
568,4,449,0.1,h,s,sh
569,4,441,0.1,h,s,sh
570,4,480,0.1,h,s,sh
571,4,435,0.1,h,s,sh
572,4,401,0.1,h,s,sh
573,4,437,0.1,h,s,sh
574,4,420,0.1,h,s,sh
575,4,438,0.1,h,s,sh
576,4,377,0.1,h,s,sh
577,4,524,0.1,h,s,sh
578,54,392,0.1,h,s,sh
579,54,476,0.1,h,s,sh
580,54,384,0.1,h,s,sh
581,54,369,0.1,h,s,sh
582,54,496,0.1,h,s,sh
583,54,417,0.1,h,s,sh
584,54,428,0.1,h,s,sh
585,54,401,0.1,h,s,sh
586,54,387,0.1,h,s,sh
587,54,405,0.1,h,s,sh
588,54,378,0.1,h,s,sh
589,55,392,0.1,h,s,sh
590,55,476,0.1,h,s,sh
591,55,384,0.1,h,s,sh
592,55,369,0.1,h,s,sh
593,55,496,0.1,h,s,sh
594,55,417,0.1,h,s,sh
595,55,428,0.1,h,s,sh
596,55,401,0.1,h,s,sh
597,55,387,0.1,h,s,sh
598,55,405,0.1,h,s,sh
599,55,378,0.1,h,s,sh
600,56,476,0.1,h,s,sh
601,56,525,0.1,h,s,sh
602,56,455,0.1,h,s,sh
603,56,456,0.1,h,s,sh
604,56,387,0.1,h,s,sh
605,56,443,0.1,h,s,sh
606,56,445,0.1,h,s,sh
607,14,476,0.1,h,s,sh
608,14,525,0.1,h,s,sh
609,14,455,0.1,h,s,sh
610,14,456,0.1,h,s,sh
611,0,476,0.1,h,s,sh
612,0,525,0.1,h,s,sh
613,0,443,0.1,h,s,sh
614,0,445,0.1,h,s,sh
615,359,383,0.1,h,s,sh
616,359,526,0.1,h,s,sh
617,359,406,0.1,h,s,sh
618,57,384,0.1,h,s,sh
619,57,444,0.1,h,s,sh
620,57,445,0.1,h,s,sh
621,58,429,0.1,h,s,sh
622,0,399,0.1,h,s,sh
623,0,400,0.1,h,s,sh
624,0,408,0.1,h,s,sh
625,10,360,0.1,h,s,sh
626,10,527,0.1,h,s,sh
627,10,433,0.1,h,s,sh
628,10,528,0.1,h,s,sh
629,10,529,0.1,h,s,sh
630,10,376,0.1,h,s,sh
631,10,530,0.1,h,s,sh
632,10,399,0.1,h,s,sh
633,10,531,0.1,h,s,sh
634,10,400,0.1,h,s,sh
635,10,532,0.1,h,s,sh
636,10,533,0.1,h,s,sh
637,10,513,0.1,h,s,sh
638,10,534,0.1,h,s,sh
639,10,535,0.1,h,s,sh
640,10,420,0.1,h,s,sh
641,10,490,0.1,h,s,sh
642,10,536,0.1,h,s,sh
643,40,537,0.1,h,s,sh
644,40,383,0.1,h,s,sh
645,40,407,0.1,h,s,sh
646,40,404,0.1,h,s,sh
647,40,480,0.1,h,s,sh
648,40,385,0.1,h,s,sh
649,40,419,0.1,h,s,sh
650,40,389,0.1,h,s,sh
651,40,408,0.1,h,s,sh
652,40,409,0.1,h,s,sh
653,58,537,0.1,h,s,sh
654,58,383,0.1,h,s,sh
655,58,407,0.1,h,s,sh
656,58,404,0.1,h,s,sh
657,58,480,0.1,h,s,sh
658,58,385,0.1,h,s,sh
659,58,419,0.1,h,s,sh
660,58,389,0.1,h,s,sh
661,58,408,0.1,h,s,sh
662,58,409,0.1,h,s,sh
663,14,537,0.1,h,s,sh
664,14,383,0.1,h,s,sh
665,14,407,0.1,h,s,sh
666,14,385,0.1,h,s,sh
667,14,419,0.1,h,s,sh
668,14,389,0.1,h,s,sh
669,14,408,0.1,h,s,sh
670,14,409,0.1,h,s,sh
671,359,537,0.1,h,s,sh
672,359,407,0.1,h,s,sh
673,359,404,0.1,h,s,sh
674,359,480,0.1,h,s,sh
675,359,385,0.1,h,s,sh
676,359,419,0.1,h,s,sh
677,359,389,0.1,h,s,sh
678,359,408,0.1,h,s,sh
679,359,409,0.1,h,s,sh
680,8,538,0.1,h,s,sh
681,50,509,0.1,h,s,sh
682,50,469,0.1,h,s,sh
683,50,376,0.1,h,s,sh
684,50,451,0.1,h,s,sh
685,50,458,0.1,h,s,sh
686,50,387,0.1,h,s,sh
687,16,436,0.1,h,s,sh
688,16,539,0.1,h,s,sh
689,5,540,0.1,h,s,sh
690,5,392,0.1,h,s,sh
691,5,461,0.1,h,s,sh
692,5,541,0.1,h,s,sh
693,5,438,0.1,h,s,sh
694,58,376,0.1,h,s,sh
695,58,427,0.1,h,s,sh
696,58,448,0.1,h,s,sh
697,58,436,0.1,h,s,sh
698,9,469,0.1,h,s,sh
699,9,466,0.1,h,s,sh
700,9,542,0.1,h,s,sh
701,9,443,0.1,h,s,sh
702,40,469,0.1,h,s,sh
703,40,466,0.1,h,s,sh
704,40,542,0.1,h,s,sh
705,40,443,0.1,h,s,sh
706,40,543,0.1,h,s,sh
707,40,480,0.1,h,s,sh
708,40,389,0.1,h,s,sh
709,40,473,0.1,h,s,sh
710,40,474,0.1,h,s,sh
711,40,438,0.1,h,s,sh
712,40,475,0.1,h,s,sh
713,34,469,0.1,h,s,sh
714,34,544,0.1,h,s,sh
715,34,545,0.1,h,s,sh
716,49,459,0.1,h,s,sh
717,49,546,0.1,h,s,sh
718,49,503,0.1,h,s,sh
719,49,547,0.1,h,s,sh
720,49,388,0.1,h,s,sh
721,5,468,0.1,h,s,sh
722,5,433,0.1,h,s,sh
723,359,375,0.1,h,s,sh
724,359,368,0.1,h,s,sh
725,359,386,0.1,h,s,sh
726,359,405,0.1,h,s,sh
727,59,435,0.1,h,s,sh
728,59,548,0.1,h,s,sh
729,60,476,0.1,h,s,sh
730,60,375,0.1,h,s,sh
731,60,413,0.1,h,s,sh
732,60,549,0.1,h,s,sh
733,60,428,0.1,h,s,sh
734,60,398,0.1,h,s,sh
735,28,476,0.1,h,s,sh
736,28,375,0.1,h,s,sh
737,28,413,0.1,h,s,sh
738,28,549,0.1,h,s,sh
739,28,428,0.1,h,s,sh
740,28,398,0.1,h,s,sh
741,15,540,0.1,h,s,sh
742,15,550,0.1,h,s,sh
743,15,463,0.1,h,s,sh
744,15,414,0.1,h,s,sh
745,15,522,0.1,h,s,sh
746,15,460,0.1,h,s,sh
747,15,368,0.1,h,s,sh
748,15,369,0.1,h,s,sh
749,15,450,0.1,h,s,sh
750,15,427,0.1,h,s,sh
751,15,400,0.1,h,s,sh
752,15,480,0.1,h,s,sh
753,15,393,0.1,h,s,sh
754,15,551,0.1,h,s,sh
755,15,546,0.1,h,s,sh
756,15,533,0.1,h,s,sh
757,15,552,0.1,h,s,sh
758,15,553,0.1,h,s,sh
759,15,554,0.1,h,s,sh
760,15,555,0.1,h,s,sh
761,15,489,0.1,h,s,sh
762,15,541,0.1,h,s,sh
763,15,454,0.1,h,s,sh
764,15,462,0.1,h,s,sh
765,15,397,0.1,h,s,sh
766,15,377,0.1,h,s,sh
767,15,447,0.1,h,s,sh
768,60,540,0.1,h,s,sh
769,60,550,0.1,h,s,sh
770,60,463,0.1,h,s,sh
771,60,414,0.1,h,s,sh
772,60,522,0.1,h,s,sh
773,60,460,0.1,h,s,sh
774,60,368,0.1,h,s,sh
775,60,369,0.1,h,s,sh
776,60,450,0.1,h,s,sh
777,60,376,0.1,h,s,sh
778,60,427,0.1,h,s,sh
779,60,400,0.1,h,s,sh
780,60,480,0.1,h,s,sh
781,60,393,0.1,h,s,sh
782,60,551,0.1,h,s,sh
783,60,546,0.1,h,s,sh
784,60,533,0.1,h,s,sh
785,60,552,0.1,h,s,sh
786,60,553,0.1,h,s,sh
787,60,554,0.1,h,s,sh
788,60,555,0.1,h,s,sh
789,60,489,0.1,h,s,sh
790,60,541,0.1,h,s,sh
791,60,454,0.1,h,s,sh
792,60,462,0.1,h,s,sh
793,60,397,0.1,h,s,sh
794,60,377,0.1,h,s,sh
795,60,447,0.1,h,s,sh
796,359,540,0.1,h,s,sh
797,359,550,0.1,h,s,sh
798,359,463,0.1,h,s,sh
799,359,522,0.1,h,s,sh
800,359,460,0.1,h,s,sh
801,359,369,0.1,h,s,sh
802,359,450,0.1,h,s,sh
803,359,427,0.1,h,s,sh
804,359,400,0.1,h,s,sh
805,359,393,0.1,h,s,sh
806,359,551,0.1,h,s,sh
807,359,546,0.1,h,s,sh
808,359,533,0.1,h,s,sh
809,359,552,0.1,h,s,sh
810,359,553,0.1,h,s,sh
811,359,554,0.1,h,s,sh
812,359,555,0.1,h,s,sh
813,359,489,0.1,h,s,sh
814,359,541,0.1,h,s,sh
815,359,454,0.1,h,s,sh
816,359,462,0.1,h,s,sh
817,359,397,0.1,h,s,sh
818,359,377,0.1,h,s,sh
819,359,447,0.1,h,s,sh
